0.068884,1.051591,-0.015886
0.057187,0.996684,0.085803
0.266393,0.938443,0.200294
0.328203,1.031860,0.296962
0.366317,0.963269,0.397592
0.453907,0.945766,0.531753
0.654092,0.886335,0.439163
0.719662,0.818777,0.534664
0.742266,0.584023,0.483310
0.835824,0.663962,0.566343
0.865794,0.565422,0.380644
0.978445,0.407614,0.267834
0.998208,0.278722,0.350254
1.014093,0.096937,0.191581
1.069255,0.041051,0.056916
1.074007,-0.074986,0.000304
0.940675,-0.025012,-0.057049
0.964522,-0.306432,-0.252931
0.947631,-0.237476,-0.384746
0.916871,-0.380641,-0.373062
0.919985,-0.507107,-0.348775
0.818654,-0.585111,-0.491915
0.749309,-0.706411,-0.483781
0.612019,-0.818657,-0.557393
0.593124,-0.789918,-0.473273
0.398793,-0.825294,-0.346243
0.470406,-0.854120,-0.276244
0.370951,-0.950010,-0.296087
0.224806,-1.027846,-0.118295
0.149014,-0.917858,-0.060909
0.063556,-0.983713,0.016500
-0.099568,-0.892049,0.213860
-0.176705,-1.055431,0.251314
-0.339213,-0.915653,0.385893
-0.485277,-0.854671,0.314343
-0.582340,-0.791301,0.414089
-0.549933,-0.869872,0.413629
-0.653434,-0.811921,0.514381
-0.683098,-0.637071,0.528774
-0.923370,-0.532679,0.485079
-0.867895,-0.490971,0.388383
-0.831519,-0.466240,0.250812
-0.869619,-0.336669,0.187995
-1.043198,-0.110609,0.255645
-1.093266,-0.080828,-0.013892
-1.047232,-0.016245,-0.010173
-1.019418,0.080754,-0.142440
-1.060839,0.168363,-0.142767
-0.997288,0.320613,-0.280657
-0.827498,0.529435,-0.465124
-0.808666,0.630919,-0.541699
-0.746591,0.692575,-0.519001
-0.761621,0.721783,-0.511494
-0.698791,0.767859,-0.508250
-0.534869,0.837745,-0.496431
-0.486085,0.956734,-0.456637
-0.349122,0.834959,-0.288533
-0.293760,0.874493,-0.295726
-0.209712,1.078107,-0.185318
-0.095200,0.970447,0.036679
0.079525,1.022822,0.095826
0.135342,0.970365,0.185930
0.161248,0.903816,0.218783
0.309125,0.959952,0.312577
0.532600,0.902832,0.389705
0.529145,0.876391,0.442365
0.666195,0.682890,0.479301
0.663604,0.633962,0.505471
0.779285,0.635771,0.538561
0.919969,0.536525,0.415720
0.888542,0.507548,0.474012
0.999642,0.286502,0.426861
0.995332,0.164872,0.285525
1.086841,0.125053,0.178870
0.962451,-0.017706,0.083023
0.898294,-0.001406,-0.060139
0.904870,-0.246978,-0.138398
1.036556,-0.317666,-0.167513
0.847659,-0.302731,-0.367145
0.799354,-0.514270,-0.423759
0.887178,-0.487407,-0.537127
0.769274,-0.613754,-0.523246
0.767341,-0.765286,-0.595893
0.521248,-0.753794,-0.472686
0.615733,-0.762529,-0.365611
0.342285,-0.851142,-0.350651
0.367574,-0.899211,-0.236336
0.263398,-0.997416,-0.221172
0.073186,-0.973876,-0.228692
-0.043398,-1.032970,0.031537
-0.035417,-1.029214,0.102977
-0.275509,-1.050201,0.277004
-0.328429,-0.979171,0.284043
-0.427049,-0.926999,0.303820
-0.571177,-0.940898,0.426207
-0.656396,-0.840616,0.434284
-0.671009,-0.836655,0.576470
-0.735251,-0.615222,0.594157
-0.829287,-0.606817,0.520832
-0.871785,-0.554783,0.488493
-0.827738,-0.338016,0.407899
-0.970928,-0.229130,0.334334
-1.061761,-0.305587,0.266916
-1.080720,-0.216950,0.096447
-0.996112,-0.023491,0.010922
-0.978756,0.128129,-0.107267
-1.006796,0.294400,-0.240682
-0.898847,0.285201,-0.313580
-1.004668,0.470590,-0.324625
-0.789790,0.482682,-0.393162
-0.889865,0.560950,-0.531575
-0.839417,0.753475,-0.553297
-0.744425,0.678603,-0.522261
-0.582770,0.736169,-0.379395
-0.407208,0.793497,-0.454015
-0.373964,0.987639,-0.374837
-0.228117,0.914729,-0.296336
-0.209904,1.011794,-0.264577
-0.083449,0.938184,-0.136772
0.092513,1.079802,0.063624
